num_arms,n_arm,d1,d2,d3,d4,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,lambda0,lambda1,lambda2,lambda3,lambda4,trend,alpha,ncc,unit_size,n_wave,N_peak,trend_mean,trend_var,study_arm,model,reject_h0,bias,MSE,failed,nsim
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,125,NA,NA,0,0.5,2,fixmodel,0.0277,0.0016685652611877473,0.007602489352157704,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,125,NA,NA,0,0.5,2,fixmodel_cal,0.0273,0.0013092181273821344,0.007339578522171935,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,125,NA,NA,0,0.5,2,sepmodel,0.027,0.0020910906853122712,0.008134083426793923,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,125,NA,NA,0,0.5,3,fixmodel,0.0231,8.90788823666482e-4,0.007272505191707699,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,125,NA,NA,0,0.5,3,fixmodel_cal,0.0218,6.985536233961308e-4,0.006911142475148301,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,125,NA,NA,0,0.5,3,sepmodel,0.0234,9.642539845833884e-4,0.007983170248955684,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,125,NA,NA,0,0.5,4,fixmodel,0.0259,4.498114594557243e-4,0.007290214071921951,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,125,NA,NA,0,0.5,4,fixmodel_cal,0.026,1.329664888219878e-4,0.007289934135985171,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,125,NA,NA,0,0.5,4,sepmodel,0.025,2.747081821379248e-4,0.008041641124152307,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,150,NA,NA,0,0.5,2,fixmodel,0.0231,8.589008221380679e-4,0.007346945661041108,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,150,NA,NA,0,0.5,2,fixmodel_cal,0.0226,1.5745166455729474e-4,0.006985449389059519,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,150,NA,NA,0,0.5,2,sepmodel,0.0247,0.0010227471916772156,0.007794822559246552,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,150,NA,NA,0,0.5,3,fixmodel,0.0247,4.6926390961032075e-4,0.007094211791663464,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,150,NA,NA,0,0.5,3,fixmodel_cal,0.0229,-5.464403764079554e-4,0.006706363544790021,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,150,NA,NA,0,0.5,3,sepmodel,0.0203,3.5437670167673516e-4,0.007764292198927454,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,150,NA,NA,0,0.5,4,fixmodel,0.024,0.0010412899170552112,0.00706767469507729,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,150,NA,NA,0,0.5,4,fixmodel_cal,0.0234,-4.783021486874061e-4,0.0070446301645053075,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,150,NA,NA,0,0.5,4,sepmodel,0.0244,9.679864130689717e-4,0.0078567258857653,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,175,NA,NA,0,0.5,2,fixmodel,0.0231,-7.131594926437166e-4,0.007461495226458408,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,175,NA,NA,0,0.5,2,fixmodel_cal,0.0216,-0.0015770810454480222,0.006968477783185297,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,175,NA,NA,0,0.5,2,sepmodel,0.022,-8.828370698703205e-4,0.00799733317331273,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,175,NA,NA,0,0.5,3,fixmodel,0.0267,-3.193963587431684e-4,0.00749351908654328,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,175,NA,NA,0,0.5,3,fixmodel_cal,0.0244,-0.002354972988990098,0.00732879818429245,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,175,NA,NA,0,0.5,3,sepmodel,0.0276,-2.675187189593885e-4,0.008214809394149012,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,175,NA,NA,0,0.5,4,fixmodel,0.0254,9.239989677453454e-4,0.0071397544144573355,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,175,NA,NA,0,0.5,4,fixmodel_cal,0.0235,-0.0020229410385705854,0.007051632692376607,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,175,NA,NA,0,0.5,4,sepmodel,0.0257,0.0014648760996156308,0.007897286379497095,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,200,NA,NA,0,0.5,2,fixmodel,0.0245,-2.568463301480363e-4,0.007412470661018992,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,200,NA,NA,0,0.5,2,fixmodel_cal,0.0252,-0.0010234811201322055,0.007027920216435091,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,200,NA,NA,0,0.5,2,sepmodel,0.0239,2.2655961649505283e-4,0.008006117058627126,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,200,NA,NA,0,0.5,3,fixmodel,0.0253,5.101257149101143e-4,0.0071710850472435006,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,200,NA,NA,0,0.5,3,fixmodel_cal,0.023,-0.0031780432004258844,0.006983296507604158,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,200,NA,NA,0,0.5,3,sepmodel,0.0253,0.0010067810716853879,0.007819709558965325,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,200,NA,NA,0,0.5,4,fixmodel,0.0234,4.6163574122719584e-4,0.007026729993298761,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,200,NA,NA,0,0.5,4,fixmodel_cal,0.0198,-0.0035538168053609025,0.006953275961436066,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,200,NA,NA,0,0.5,4,sepmodel,0.0228,6.106134354428021e-4,0.007789399686461439,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,225,NA,NA,0,0.5,2,fixmodel,0.0258,1.8367996652631454e-4,0.007457353264382447,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,225,NA,NA,0,0.5,2,fixmodel_cal,0.0258,2.0887945953535475e-5,0.006909279993025801,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,225,NA,NA,0,0.5,2,sepmodel,0.0248,1.2065931638943873e-4,0.008008957741558936,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,225,NA,NA,0,0.5,3,fixmodel,0.0252,9.318765923272333e-4,0.007243518687987007,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,225,NA,NA,0,0.5,3,fixmodel_cal,0.0236,-1.2847115403697513e-4,0.0067772225552367605,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,225,NA,NA,0,0.5,3,sepmodel,0.0224,9.950652449933557e-4,0.007911657047411426,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,225,NA,NA,0,0.5,4,fixmodel,0.0257,3.5620034431100883e-4,0.007242625005324016,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,225,NA,NA,0,0.5,4,fixmodel_cal,0.0226,-0.003848607379077341,0.007115590087096379,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,225,NA,NA,0,0.5,4,sepmodel,0.0277,2.061213650885883e-5,0.008080965446454265,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,250,NA,NA,0,0.5,2,fixmodel,0.0251,4.449754821575298e-4,0.0074412006246441925,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,250,NA,NA,0,0.5,2,fixmodel_cal,0.0268,0.002778087030211123,0.007081024359666167,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,250,NA,NA,0,0.5,2,sepmodel,0.0243,6.260961759755551e-4,0.007946774674762035,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,250,NA,NA,0,0.5,3,fixmodel,0.0257,-0.0016297492403254468,0.007273940846850321,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,250,NA,NA,0,0.5,3,fixmodel_cal,0.0273,0.0015497668016288828,0.00685140726511568,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,250,NA,NA,0,0.5,3,sepmodel,0.0247,-0.0015197998435835759,0.007896304180508702,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,250,NA,NA,0,0.5,4,fixmodel,0.0224,-2.798571972030332e-4,0.00717983643499018,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,250,NA,NA,0,0.5,4,fixmodel_cal,0.0214,-0.002583245982621383,0.0071754568223142455,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,250,NA,NA,0,0.5,4,sepmodel,0.0227,-5.548047723634274e-5,0.007952801231213447,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,275,NA,NA,0,0.5,2,fixmodel,0.0271,0.001110874606861799,0.007415499802170077,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,275,NA,NA,0,0.5,2,fixmodel_cal,0.0276,8.895033114852269e-4,0.006844325168432798,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,275,NA,NA,0,0.5,2,sepmodel,0.0274,9.696606609805924e-4,0.008009213368104125,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,275,NA,NA,0,0.5,3,fixmodel,0.0233,-0.0015567465655294173,0.007183748796233853,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,275,NA,NA,0,0.5,3,fixmodel_cal,0.0222,-0.005308680324830579,0.006743527644499082,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,275,NA,NA,0,0.5,3,sepmodel,0.0242,-0.001653858938578374,0.00787805481013142,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,275,NA,NA,0,0.5,4,fixmodel,0.0248,-9.962644819827748e-5,0.007126403373540714,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,275,NA,NA,0,0.5,4,fixmodel_cal,0.0207,-0.00613779871076355,0.007020937516986367,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,275,NA,NA,0,0.5,4,sepmodel,0.0243,-2.644754562704467e-4,0.007980211016256048,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,300,NA,NA,0,0.5,2,fixmodel,0.0259,0.00212466571931981,0.0075501975130412525,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,300,NA,NA,0,0.5,2,fixmodel_cal,0.0231,-5.7811763986449e-5,0.007062502223036677,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,300,NA,NA,0,0.5,2,sepmodel,0.0265,0.0024495384075181935,0.008090860324991202,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,300,NA,NA,0,0.5,3,fixmodel,0.0218,0.001667493737696268,0.007153427627161498,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,300,NA,NA,0,0.5,3,fixmodel_cal,0.0207,6.403430990694532e-4,0.0065148789579219275,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,300,NA,NA,0,0.5,3,sepmodel,0.0221,0.0019020434109871648,0.007801351042990942,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,300,NA,NA,0,0.5,4,fixmodel,0.0236,4.571383288872008e-4,0.007201243457512602,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,300,NA,NA,0,0.5,4,fixmodel_cal,0.0162,-0.009428029271229673,0.007072171885115085,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,300,NA,NA,0,0.5,4,sepmodel,0.0229,5.000639263309649e-4,0.008005243698925904,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,325,NA,NA,0,0.5,2,fixmodel,0.0267,6.909733721448527e-4,0.007422992303188364,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,325,NA,NA,0,0.5,2,fixmodel_cal,0.025,5.197039127486305e-4,0.006689913648496911,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,325,NA,NA,0,0.5,2,sepmodel,0.0245,2.5176321619388154e-4,0.007972962120270504,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,325,NA,NA,0,0.5,3,fixmodel,0.0251,1.6662121229698025e-4,0.0072199567172339905,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,325,NA,NA,0,0.5,3,fixmodel_cal,0.0202,-0.0046804658115816525,0.006589193114857964,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,325,NA,NA,0,0.5,3,sepmodel,0.0235,-2.1007133114111885e-4,0.007909417384125754,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,325,NA,NA,0,0.5,4,fixmodel,0.0248,-3.1332964135855057e-4,0.007140536407278106,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,linear,0.025,TRUE,325,NA,NA,0,0.5,4,fixmodel_cal,0.0184,-0.011170980707226288,0.0070702816640590485,0,10000
